survey_id,survey_date,survey_persons,survey_start,survey_end,parliament_id,parliament_name,institute_id,institute_name,tasker_id,tasker_name,result_ssw,result_tierschutzpartei,result_fdp,result_die-partei,result_familie,result_bvb-fw,result_cdu-csu,result_biw,result_cdu,result_gruene,result_werteunion,result_bfth,result_linke,result_bayernpartei,result_piraten,result_sonstige,result_freie-waehler,result_bsw,result_volt,result_plus-brandenburg,result_npd,result_spd,result_bunt-saar,result_oedp,result_afd,result_csu
2448,2022-04-13,1821,2022-04-04,2022-04-11,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,forsa,Forsa,nrw-tageszeitungen,NRW-Tageszeitungen,,,8.0,,,,,,30.0,18.0,,,2.0,,,6.0,,,,,,30.0,,,6.0,
2447,2022-04-12,1000,2022-04-04,2022-04-11,hessen,Hessischer Landtag,insa,INSA,bild,BILD,,,8.0,,,,,,24.0,19.0,,,5.0,,,7.0,3.0,,,,,24.0,,,10.0,
2446,2022-04-12,2500,2022-04-05,2022-04-11,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,8.0,,,,24.0,,,19.0,,,4.0,,,9.0,,,,,,27.0,,,9.0,
2445,2022-04-11,2061,2022-04-08,2022-04-11,bundestag,Bundestag,insa,INSA,bild,BILD,,,9.0,,,,27.0,,,17.5,,,4.5,,,6.0,,,,,,25.0,,,11.0,
2443,2022-04-10,1503,2022-04-04,2022-04-08,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,10.0,,,,26.0,,,16.0,,,4.0,,,8.0,,,,,,25.0,,,11.0,
2444,2022-04-09,1230,2022-04-08,2022-04-09,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,7.5,,,,,,27.5,17.5,,,3.0,,,5.5,,,,,,33.0,,,6.0,
2442,2022-04-09,1437,2022-03-30,2022-04-05,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,8.0,,,,25.0,,,19.0,,,4.0,,,7.0,,,,,,27.0,,,10.0,
2441,2022-04-08,912,2022-04-01,2022-04-01,bundestag,Bundestag,ipsos,Ipsos,ipsos,Ipsos,,,12.0,,,,23.0,,,15.0,,,6.0,,,7.0,,,,,,25.0,,,12.0,
2440,2022-04-08,1230,2022-04-05,2022-04-07,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,8.0,,,,24.0,,,19.0,,,4.0,,,7.0,,,,,,27.0,,,11.0,
2439,2022-04-07,1000,2022-04-01,2022-04-06,sachsen,Sächsischer Landtag,insa,INSA,bild,BILD,,,7.0,,,,,,25.0,9.0,,,9.0,,,7.0,3.0,,,,,12.0,,,28.0,
2438,2022-04-07,1325,2022-04-04,2022-04-06,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,9.0,,,,25.0,,,19.0,,,4.0,,,8.0,,,,,,24.0,,,11.0,
2437,2022-04-05,1000,2022-03-28,2022-04-04,baden-wuerttemberg,Landtag von Baden-Württemberg,insa,INSA,bild,BILD,,,11.0,,,,,,23.0,25.0,,,3.0,,,9.0,,,,,,19.0,,,10.0,
2436,2022-04-05,1000,2022-03-28,2022-04-04,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,insa,INSA,bild,BILD,,,10.0,,,,,,28.0,15.0,,,4.0,,,6.0,,,,,,30.0,,,7.0,
2435,2022-04-05,2450,2022-04-03,2022-04-04,bundestag,Bundestag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,8.5,,,,25.5,,,19.0,,,3.0,,,8.0,,,,,,27.0,,,9.0,
2434,2022-04-05,2508,2022-03-29,2022-04-04,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,8.0,,,,24.0,,,19.0,,,4.0,,,9.0,,,,,,27.0,,,9.0,
2433,2022-04-04,2063,2022-04-01,2022-04-04,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.5,,,,26.0,,,17.5,,,4.5,,,6.0,,,,,,25.0,,,10.5,
2432,2022-04-03,950,2022-03-23,2022-04-02,schleswig-holstein,Landtag von Schleswig-Holstein,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,4.0,,6.5,,,,,,37.0,17.0,,,2.0,,,7.0,,,,,,22.0,,,4.5,
2431,2022-04-03,1182,2022-03-29,2022-03-31,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,infratest-dimap,Infratest dimap,wdr-westpol,WDR-Westpol,,,8.0,,,,,,31.0,15.0,,,4.0,,,5.0,,,,,,30.0,,,7.0,
2430,2022-04-02,1501,2022-03-25,2022-04-01,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,10.0,,,,26.0,,,16.0,,,4.0,,,7.0,,,,,,26.0,,,11.0,
2429,2022-04-02,1428,2022-03-23,2022-03-29,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,9.0,,,,26.0,,,18.0,,,5.0,,,8.0,,,,,,25.0,,,9.0,
2428,2022-04-01,1100,2022-03-26,2022-04-01,sachsen,Sächsischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.0,,,,,,29.0,9.0,,,6.0,,,9.5,,,,,,15.0,,,26.5,
2427,2022-03-31,1158,2022-03-24,2022-03-29,schleswig-holstein,Landtag von Schleswig-Holstein,infratest-dimap,Infratest dimap,ndr,NDR,4.0,,8.0,,,,,,36.0,18.0,,,,,,8.0,,,,,,20.0,,,6.0,
2426,2022-03-30,2010,2022-03-15,2022-03-22,niedersachsen,Niedersächsischer Landtag,forsa,Forsa,niedersaechsische-tageszeitungen,Niedersächsische Tageszeitungen,,,8.0,,,,,,25.0,17.0,,,3.0,,,6.0,,,,,,34.0,,,7.0,
2425,2022-03-30,1002,2022-03-21,2022-03-28,rheinland-pfalz,Landtag von Rheinland-Pfalz,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,8.0,,,,,,24.0,7.0,,,2.0,,,7.0,7.0,,,,,39.0,,,6.0,
2424,2022-03-29,1002,2022-03-21,2022-03-29,brandenburg,Brandenburgischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.0,,,8.0,,,15.0,11.0,,,6.0,,,6.0,,,,,,29.0,,,20.0,
2423,2022-03-29,1008,2022-03-21,2022-03-28,schleswig-holstein,Landtag von Schleswig-Holstein,insa,INSA,bild,BILD,4.0,,11.0,,,,,,28.0,16.0,,,3.0,,,3.0,2.0,,,,,27.0,,,6.0,
2422,2022-03-29,2507,2022-03-22,2022-03-28,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,26.0,,,18.0,,,5.0,,,9.0,,,,,,24.0,,,9.0,
2421,2022-03-29,2070,2022-03-25,2022-03-28,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.0,,,,26.0,,,16.5,,,5.5,,,6.5,,,,,,25.0,,,10.5,
2420,2022-03-27,1205,2022-03-21,2022-03-25,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,10.0,,,,26.0,,,16.0,,,5.0,,,6.0,,,,,,26.0,,,11.0,
2419,2022-03-26,1429,2022-03-16,2022-03-22,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,9.0,,,,25.0,,,18.0,,,6.0,,,7.0,,,,,,26.0,,,9.0,
2417,2022-03-25,940,2022-03-21,2022-03-25,saarland,Saarländischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.5,,,,,,28.0,5.0,,,4.0,,,10.0,,,,,,41.0,,,6.5,
2418,2022-03-24,1041,2022-03-09,2022-03-21,bundestag,Bundestag,allensbach,Allensbach,frankfurter-allgemeine-zeitung,Frankfurter Allgemeine Zeitung,,,10.5,,,,25.0,,,17.0,,,5.0,,,7.5,,,,,,25.0,,,10.0,
2416,2022-03-24,1005,2022-03-19,2022-03-22,niedersachsen,Niedersächsischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,8.0,,,,,,28.0,19.0,,,2.0,,,4.5,,,,,,33.0,,,5.5,
2415,2022-03-24,1001,2022-03-14,2022-03-18,mecklenburg-vorpommern,Landtag von Mecklenburg-Vorpommern,forsa,Forsa,ostsee-zeitung,Ostsee-Zeitung,,,5.0,,,,,,16.0,7.0,,,12.0,,,10.0,,,,,,34.0,,,16.0,
2414,2022-03-24,2375,2022-03-21,2022-03-24,saarland,Saarländischer Landtag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,5.0,,,,,,28.0,5.5,,,4.0,,,10.0,,,,,,41.0,,,6.5,
2413,2022-03-23,1170,2022-03-16,2022-03-19,berlin,Berliner Abgeordnetenhaus,infratest-dimap,Infratest dimap,rbb-berliner-morgenpost,RBB / Berliner Morgenpost,,,8.0,,,,,,20.0,21.0,,,12.0,,,11.0,,,,,,20.0,,,8.0,
2412,2022-03-22,2501,2022-03-15,2022-03-21,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,10.0,,,,27.0,,,18.0,,,5.0,,,8.0,,,,,,23.0,,,9.0,
2411,2022-03-21,1923,2022-03-18,2022-03-20,bundestag,Bundestag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,10.0,,,,25.5,,,18.5,,,3.0,,,8.0,,,,,,26.5,,,8.5,
2410,2022-03-21,2122,2022-03-18,2022-03-21,bundestag,Bundestag,insa,INSA,bild,BILD,,,11.0,,,,26.5,,,16.5,,,4.5,,,6.0,,,,,,24.5,,,11.0,
2409,2022-03-20,1198,2022-03-14,2022-03-18,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,10.0,,,,26.0,,,16.0,,,5.0,,,7.0,,,,,,26.0,,,10.0,
2408,2022-03-20,1000,2022-03-14,2022-03-17,saarland,Saarländischer Landtag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,5.0,,,,,,31.0,5.0,,,4.0,,,10.0,,,,,,39.0,,,6.0,
2407,2022-03-19,1416,2022-03-09,2022-03-15,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,8.0,,,,26.0,,,19.0,,,5.0,,,7.0,,,,,,26.0,,,9.0,
2406,2022-03-18,978,2022-03-15,2022-03-18,saarland,Saarländischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,5.5,,,,,,30.0,5.0,,,3.5,,,12.0,,,,,,38.0,,,6.0,
2405,2022-03-18,1024,2022-03-15,2022-03-17,saarland,Saarländischer Landtag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,5.0,,,,,,30.0,6.0,,,4.0,,,10.0,,,,,,39.0,,,6.0,
2404,2022-03-17,1254,2022-03-15,2022-03-16,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-morgenmagazin,ARD-Morgenmagazin,,,9.0,,,,26.0,,,17.0,,,4.0,,,8.0,,,,,,25.0,,,11.0,
2403,2022-03-17,1421,2022-03-14,2022-03-16,saarland,Saarländischer Landtag,infratest-dimap,Infratest dimap,ard,ARD,,,5.0,,,,,,31.0,5.0,,,4.0,,,9.0,,,,,,37.0,3.0,,6.0,
2402,2022-03-17,1600,2022-03-08,2022-03-16,baden-wuerttemberg,Landtag von Baden-Württemberg,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,14.0,,,,,,25.0,27.0,,,2.0,,,7.0,,,,,,16.0,,,9.0,
2399,2022-03-16,2006,2022-03-02,2022-03-09,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,forsa,Forsa,nrw-tageszeitungen,NRW-Tageszeitungen,,,8.0,,,,,,32.0,17.0,,,3.0,,,7.0,,,,,,27.0,,,6.0,
2398,2022-03-15,2502,2022-03-08,2022-03-14,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,26.0,,,18.0,,,5.0,,,8.0,,,,,,25.0,,,9.0,
2401,2022-03-14,1100,2022-03-11,2022-03-13,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,9.5,,,,,,30.5,15.5,,,2.5,,,5.5,,,,,,31.0,,,5.5,
2397,2022-03-14,2073,2022-03-11,2022-03-14,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.5,,,,25.5,,,15.5,,,5.0,,,8.0,,,,,,25.0,,,10.5,
2396,2022-03-13,1201,2022-03-07,2022-03-11,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,10.0,,,,24.0,,,16.0,,,6.0,,,8.0,,,,,,26.0,,,10.0,
2395,2022-03-12,1426,2022-03-02,2022-03-08,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,8.0,,,,26.0,,,19.0,,,5.0,,,7.0,,,,,,25.0,,,10.0,
2394,2022-03-11,1629,2022-03-04,2022-03-08,bundestag,Bundestag,yougov,YouGov,yougov,YouGov,,,9.0,,,,26.0,,,16.0,,,6.0,,,7.0,1.0,,,,,23.0,,,11.0,
2392,2022-03-11,1345,2022-03-08,2022-03-10,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,9.0,,,,24.0,,,18.0,,,5.0,,,7.0,,,,,,27.0,,,10.0,
2400,2022-03-11,1020,2022-03-03,2022-03-11,schleswig-holstein,Landtag von Schleswig-Holstein,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,5.0,,9.0,,,,,,35.0,19.5,,,2.5,,,4.5,,,,,,19.5,,,5.0,
2391,2022-03-10,1400,2022-03-03,2022-03-10,hessen,Hessischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,8.0,,,,,,25.0,24.0,,,4.0,,,5.5,2.5,,,,,24.0,,,7.0,
2390,2022-03-10,1152,2022-03-04,2022-03-08,baden-wuerttemberg,Landtag von Baden-Württemberg,infratest-dimap,Infratest dimap,swr-stuttgarter-zeitung,SWR / Stuttgarter Zeitung,,,13.0,,,,,,24.0,27.0,,,3.0,,,6.0,,,,,,18.0,,,9.0,
2389,2022-03-10,935,2022-03-04,2022-03-04,bundestag,Bundestag,ipsos,Ipsos,ipsos,Ipsos,,,11.0,,,,24.0,,,16.0,,,6.0,,,7.0,,,,,,25.0,,,11.0,
2388,2022-03-10,1168,2022-03-03,2022-03-08,schleswig-holstein,Landtag von Schleswig-Holstein,infratest-dimap,Infratest dimap,ndr,NDR,4.0,,9.0,,,,,,33.0,20.0,,,3.0,,,5.0,,,,,,20.0,,,6.0,
2387,2022-03-10,1158,2022-03-04,2022-03-08,rheinland-pfalz,Landtag von Rheinland-Pfalz,infratest-dimap,Infratest dimap,swr-zur-sache-rheinland-pfalz,SWR Zur Sache Rheinland-Pfalz,,,9.0,,,,,,26.0,11.0,,,,,,8.0,5.0,,,,,34.0,,,7.0,
2386,2022-03-09,1219,2022-03-03,2022-03-08,saarland,Saarländischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,6.5,,,,,,30.0,7.0,,,5.5,,,6.0,1.0,,,,,35.5,,,8.5,
2385,2022-03-09,1000,2022-03-01,2022-03-04,thueringen,Thüringischer Landtag,insa,INSA,funke-medien-thueringen,FUNKE Medien Thüringen,,,6.0,,,,,,19.0,6.0,,,25.0,,,5.0,,,,,,16.0,,,23.0,
2384,2022-03-08,2501,2022-03-01,2022-03-07,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,25.0,,,18.0,,,6.0,,,9.0,,,,,,26.0,,,7.0,
2383,2022-03-07,2103,2022-03-04,2022-03-07,bundestag,Bundestag,insa,INSA,bild,BILD,,,11.0,,,,24.5,,,15.5,,,6.0,,,7.5,,,,,,25.0,,,10.5,
2382,2022-03-06,1200,2022-02-24,2022-03-05,bremen,Bremische Bürgerschaft,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,8.0,,,,,3.0,18.0,20.0,,,10.0,,,4.0,,,,,,31.0,,,6.0,
2380,2022-03-06,1185,2022-02-28,2022-03-04,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,11.0,,,,25.0,,,15.0,,,6.0,,,7.0,,,,,,25.0,,,11.0,
2379,2022-03-05,1405,2022-02-23,2022-03-01,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,8.0,,,,26.0,,,17.0,,,6.0,,,7.0,,,,,,26.0,,,10.0,
2381,2022-03-04,1250,2022-02-26,2022-03-04,niedersachsen,Niedersächsischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,8.0,,,,,,28.5,16.0,,,2.5,,,4.5,,,,,,35.0,,,5.5,
2378,2022-03-04,1169,2022-02-28,2022-03-02,hessen,Hessischer Landtag,infratest-dimap,Infratest dimap,hessischer-rundfunk,Hessischer Rundfunk,,,9.0,,,,,,27.0,20.0,,,5.0,,,8.0,,,,,,24.0,,,7.0,
2377,2022-03-03,1320,2022-02-28,2022-03-02,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,9.0,,,,26.0,,,16.0,,,5.0,,,8.0,,,,,,25.0,,,11.0,
2374,2022-03-01,1005,2022-02-23,2022-02-26,bundestag,Bundestag,gms,GMS,gms,GMS,,,10.0,,,,27.0,,,15.0,,,6.0,,,9.0,,,,,,24.0,,,9.0,
2373,2022-03-01,1002,2022-02-23,2022-02-28,bayern,Bayerischer Landtag,gms,GMS,sat-1-bayern,SAT.1 Bayern,,,8.0,,,,,,,15.0,,,4.0,2.0,,4.0,8.0,,,,,13.0,,,9.0,37.0
2372,2022-03-01,1500,2022-02-24,2022-02-28,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,26.0,,,18.0,,,6.0,,,9.0,,,,,,25.0,,,7.0,
2371,2022-03-01,2067,2022-02-25,2022-02-28,bundestag,Bundestag,insa,INSA,bild,BILD,,,11.0,,,,27.0,,,15.5,,,6.5,,,6.5,,,,,,23.0,,,10.5,
2370,2022-02-27,1405,2022-02-21,2022-02-25,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,11.0,,,,26.0,,,15.0,,,7.0,,,6.0,,,,,,23.0,,,12.0,
2375,2022-02-27,2030,2022-02-24,2022-02-27,bundestag,Bundestag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,11.5,,,,23.5,,,17.5,,,4.0,,,7.0,,,,,,26.0,,,10.5,
2376,2022-02-26,1722,2022-02-24,2022-02-26,europaeisches-parlament,Europäisches Parlament,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,2.0,7.5,2.5,,,22.0,,,19.5,,,3.0,,0.5,3.5,3.0,,1.0,,,22.5,,0.5,12.5,
2369,2022-02-26,1432,2022-02-16,2022-02-22,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,9.0,,,,25.0,,,17.0,,,7.0,,,6.0,,,,,,26.0,,,10.0,
2367,2022-02-24,1033,2022-02-03,2022-02-16,bundestag,Bundestag,allensbach,Allensbach,frankfurter-allgemeine-zeitung,Frankfurter Allgemeine Zeitung,,,10.5,,,,27.0,,,15.0,,,6.0,,,6.5,,,,,,25.0,,,10.0,
2365,2022-02-24,1178,2022-02-17,2022-02-22,sachsen,Sächsischer Landtag,infratest-dimap,Infratest dimap,mdr,MDR,,,7.0,,,,,,27.0,8.0,,,10.0,,,8.0,3.0,,,,,13.0,,,24.0,
2364,2022-02-24,1161,2022-02-17,2022-02-22,sachsen-anhalt,Landtag von Sachsen-Anhalt,infratest-dimap,Infratest dimap,mdr,MDR,,,5.0,,,,,,33.0,6.0,,,11.0,,,9.0,,,,,,16.0,,,20.0,
2363,2022-02-24,1158,2022-02-17,2022-02-22,thueringen,Thüringischer Landtag,infratest-dimap,Infratest dimap,mdr,MDR,,,7.0,,,,,,19.0,5.0,,,23.0,,,7.0,,,,,,15.0,,,24.0,
2393,2022-02-24,1103,2022-02-21,2022-02-23,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,9.0,,,,24.0,,,17.0,,,6.0,,,7.0,,,,,,26.0,,,11.0,
2366,2022-02-23,1700,2022-02-18,2022-02-23,bayern,Bayerischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,7.0,,,,,,,15.0,,,2.0,,,6.5,8.0,,,,,16.0,,,9.0,36.5
2362,2022-02-23,1000,2022-02-14,2022-02-21,niedersachsen,Niedersächsischer Landtag,insa,INSA,bild,BILD,,,11.0,,,,,,26.0,14.0,,,4.0,,,4.0,,,,,,34.0,,,7.0,
2361,2022-02-22,1005,2022-02-13,2022-02-21,sachsen-anhalt,Landtag von Sachsen-Anhalt,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,6.5,,,,,,33.0,5.0,,,9.0,,,7.5,,,,,,19.0,,,20.0,
2360,2022-02-22,2500,2022-02-15,2022-02-21,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,27.0,,,17.0,,,6.0,,,9.0,,,,,,23.0,,,9.0,
2359,2022-02-21,1539,2022-02-18,2022-02-21,bundestag,Bundestag,insa,INSA,bild,BILD,,,12.5,,,,27.0,,,14.5,,,6.0,,,6.0,,,,,,23.0,,,11.0,
2368,2022-02-21,1659,2022-02-10,2022-02-15,bundestag,Bundestag,yougov,YouGov,yougov,YouGov,,,9.0,,,,27.0,,,17.0,,,7.0,,,6.0,1.0,,,,,21.0,,,11.0,
2358,2022-02-20,2000,2022-02-10,2022-02-19,schleswig-holstein,Landtag von Schleswig-Holstein,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,5.0,,9.0,,,,,,30.0,17.0,,,3.0,,,5.0,,,,,,25.0,,,6.0,
2357,2022-02-20,1000,2022-02-15,2022-02-17,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,insa,INSA,bild,BILD,,,12.0,,,,,,27.0,14.0,,,4.0,,,6.0,,,,,,29.0,,,8.0,
2356,2022-02-20,1303,2022-02-14,2022-02-18,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,11.0,,,,27.0,,,15.0,,,7.0,,,6.0,,,,,,22.0,,,12.0,
2355,2022-02-19,1434,2022-02-08,2022-02-15,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,10.0,,,,24.0,,,16.0,,,6.0,,,8.0,,,,,,24.0,,,12.0,
2354,2022-02-17,1202,2022-02-15,2022-02-16,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-morgenmagazin,ARD-Morgenmagazin,,,9.0,,,,26.0,,,15.0,,,5.0,,,9.0,,,,,,24.0,,,12.0,
2353,2022-02-17,1874,2022-02-13,2022-02-17,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,10.0,,,,,,29.0,13.5,,,4.0,,,5.5,,,,,,30.0,,,8.0,
2352,2022-02-16,1175,2022-02-08,2022-02-12,saarland,Saarländischer Landtag,infratest-dimap,Infratest dimap,saarlaendischer-rundfunk,Saarländischer Rundfunk,,,6.0,,,,,,29.0,6.0,,,5.0,,,8.0,,,,,,38.0,,,8.0,
2351,2022-02-15,1200,2022-02-13,2022-02-15,bundestag,Bundestag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,9.5,,,,24.5,,,17.0,,,6.0,,,8.5,,,,,,25.0,,,9.5,
2350,2022-02-15,2504,2022-02-08,2022-02-14,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,27.0,,,16.0,,,6.0,,,10.0,,,,,,23.0,,,9.0,
2349,2022-02-14,2141,2022-02-11,2022-02-14,bundestag,Bundestag,insa,INSA,bild,BILD,,,12.0,,,,26.0,,,15.0,,,6.0,,,6.5,,,,,,22.5,,,12.0,
2348,2022-02-14,1000,2022-01-31,2022-02-07,mecklenburg-vorpommern,Landtag von Mecklenburg-Vorpommern,insa,INSA,nordkurier,Nordkurier,,,6.0,,,,,,16.0,6.0,,,11.0,,,8.0,,,,,,36.0,,,17.0,
2347,2022-02-12,1267,2022-02-01,2022-02-08,bundestag,Bundestag,verian-emnid,Verian (Emnid),focus,FOCUS,,,10.0,,,,26.0,,,16.0,,,6.0,,,8.0,,,,,,22.0,,,12.0,
2346,2022-02-12,1504,2022-02-07,2022-02-11,bundestag,Bundestag,insa,INSA,bild-am-sonntag,BILD am Sonntag,,,11.0,,,,26.0,,,16.0,,,6.0,,,7.0,,,,,,22.0,,,12.0,
2345,2022-02-11,1000,2022-02-01,2022-02-10,mecklenburg-vorpommern,Landtag von Mecklenburg-Vorpommern,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,6.0,,,,,,20.0,10.0,,,8.0,,,8.0,,,,,,30.0,,,18.0,
2344,2022-02-11,1224,2022-02-08,2022-02-10,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,9.0,,,,25.0,,,16.0,,,6.0,,,8.0,,,,,,25.0,,,11.0,
2343,2022-02-09,2006,2022-01-26,2022-02-02,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,forsa,Forsa,nrw-tageszeitungen,NRW-Tageszeitungen,,,9.0,,,,,,29.0,18.0,,,4.0,,,6.0,,,,,,27.0,,,7.0,
2342,2022-02-09,1547,2022-02-04,2022-02-08,bundestag,Bundestag,pollytix,pollytix,pollytix,pollytix,,,9.0,,,,27.0,,,15.0,,,8.0,,,6.0,,,,,,23.0,,,12.0,
2341,2022-02-09,910,2022-02-04,2022-02-04,bundestag,Bundestag,ipsos,Ipsos,ipsos,Ipsos,,,8.0,,,,24.0,,,16.0,,,8.0,,,7.0,,,,,,25.0,,,12.0,
2340,2022-02-08,1504,2022-02-01,2022-02-07,saarland,Saarländischer Landtag,institut-wahlkreisprognose,Institut Wahlkreisprognose,institut-wahlkreisprognose,Institut Wahlkreisprognose,,,6.5,,,,,,33.0,6.5,,,5.0,,,4.0,4.0,,,,,34.0,,,7.0,
