institute,date,election,sample_size,election_date,days_to_election,cdu,spd,fdp,gru,lin,afd,oth
allensbach,1980-05-15,1980.0,,1980-10-05,143.0,44.099998474121094,44.70000076293945,7.599999904632568,3.200000047683716,,,0.40000081062316895
allensbach,1979-10-15,1980.0,,1980-10-05,356.0,44.79999923706055,43.70000076293945,6.0,4.800000190734863,,,0.6999998092651367
allensbach,1979-06-15,1980.0,,1980-10-05,478.0,42.70000076293945,45.599998474121094,7.5,2.5,,,1.7000007629394531
allensbach,1979-11-15,1980.0,,1980-10-05,325.0,46.400001525878906,42.099998474121094,6.699999809265137,4.300000190734863,,,0.5
allensbach,1977-04-15,1980.0,,1980-10-05,1269.0,54.0,37.0,8.0,,,,1.0
allensbach,1980-01-15,1980.0,,1980-10-05,264.0,46.599998474121094,41.400001525878906,7.5,4.099999904632568,,,0.40000009536743164
allensbach,1979-01-15,1980.0,,1980-10-05,629.0,46.5,42.5,7.800000190734863,1.899999976158142,,,1.2999998331069946
allensbach,1979-05-15,1980.0,,1980-10-05,509.0,47.400001525878906,39.900001525878906,7.699999809265137,3.200000047683716,,,1.799997091293335
allensbach,1980-02-15,1980.0,,1980-10-05,233.0,46.099998474121094,42.79999923706055,6.900000095367432,3.700000047683716,,,0.5000021457672119
allensbach,1979-12-15,1980.0,,1980-10-05,295.0,45.29999923706055,41.900001525878906,7.5,4.400000095367432,,,0.8999991416931152
allensbach,1977-01-15,1980.0,,1980-10-05,1359.0,50.0,41.0,8.0,,,,1.0
allensbach,1977-08-15,1980.0,,1980-10-05,1147.0,51.0,39.0,8.0,,,,2.0
allensbach,1978-03-15,1980.0,,1980-10-05,935.0,52.0,39.0,8.0,,,,1.0
allensbach,1979-03-15,1980.0,,1980-10-05,570.0,45.5,42.599998474121094,8.600000381469727,2.5,,,0.8000011444091797
allensbach,1977-02-15,1980.0,,1980-10-05,1328.0,51.0,39.0,8.0,,,,2.0
allensbach,1977-06-15,1980.0,,1980-10-05,1208.0,51.0,40.0,8.0,,,,1.0
allensbach,1980-09-15,1980.0,,1980-10-05,20.0,44.5,43.5,9.199999809265137,2.0,,,0.8000001907348633
allensbach,1978-02-15,1980.0,,1980-10-05,963.0,49.0,40.0,9.0,,,,2.0
allensbach,1977-09-15,1980.0,,1980-10-05,1116.0,51.0,38.0,9.0,,,,2.0
allensbach,1977-11-15,1980.0,,1980-10-05,1055.0,51.0,40.0,7.0,,,,2.0
allensbach,1980-03-15,1980.0,,1980-10-05,204.0,45.20000076293945,43.599998474121094,7.199999809265137,3.299999952316284,,,0.7000010013580322
allensbach,1978-04-15,1980.0,,1980-10-05,904.0,51.0,40.0,8.0,,,,1.0
allensbach,1977-03-15,1980.0,,1980-10-05,1300.0,52.5,38.0,8.0,,,,1.5
allensbach,1979-07-15,1980.0,,1980-10-05,448.0,46.099998474121094,43.0,7.199999809265137,2.5,,,1.2000017166137695
allensbach,1979-09-15,1980.0,,1980-10-05,386.0,45.20000076293945,42.900001525878906,7.699999809265137,3.299999952316284,,,0.8999979496002197
allensbach,1980-07-15,1980.0,,1980-10-05,82.0,45.5,44.20000076293945,7.0,2.700000047683716,,,0.599999189376831
allensbach,1977-12-15,1980.0,,1980-10-05,1025.0,50.0,40.0,9.0,,,,1.0
allensbach,1978-07-15,1980.0,,1980-10-05,813.0,49.0,39.0,6.0,,,,6.0
allensbach,1980-06-15,1980.0,,1980-10-05,112.0,45.5,44.29999923706055,6.400000095367432,3.299999952316284,,,0.5000007152557373
allensbach,1979-04-15,1980.0,,1980-10-05,539.0,47.099998474121094,40.900001525878906,8.399999618530273,2.4000000953674316,,,1.200000286102295
allensbach,1979-02-15,1980.0,,1980-10-05,598.0,47.70000076293945,42.400001525878906,7.099999904632568,1.399999976158142,,,1.3999978303909302
allensbach,1977-05-15,1980.0,,1980-10-05,1239.0,53.0,37.0,8.0,,,,2.0
allensbach,1978-09-15,1980.0,,1980-10-05,751.0,50.0,39.0,7.0,,,,4.0
allensbach,1977-07-15,1980.0,,1980-10-05,1178.0,52.0,38.0,8.0,,,,2.0
allensbach,1978-12-15,1980.0,,1980-10-05,660.0,48.0,42.0,7.0,,,,3.0
allensbach,1978-01-15,1980.0,,1980-10-05,994.0,51.0,39.0,9.0,,,,1.0
allensbach,1978-08-15,1980.0,,1980-10-05,782.0,50.0,39.0,7.0,,,,4.0
allensbach,1978-05-15,1980.0,,1980-10-05,874.0,50.0,40.0,8.0,,,,2.0
allensbach,1980-08-15,1980.0,,1980-10-05,51.0,44.0,46.0,7.699999809265137,2.0,,,0.3000001907348633
allensbach,1976-10-15,1980.0,,1980-10-05,1451.0,48.0,42.0,9.0,,,,1.0
allensbach,1979-08-15,1980.0,,1980-10-05,417.0,47.70000076293945,42.0,6.199999809265137,3.299999952316284,,,0.799999475479126
allensbach,1978-10-15,1980.0,,1980-10-05,721.0,47.0,43.0,8.0,,,,2.0
allensbach,1976-12-15,1980.0,,1980-10-05,1390.0,49.0,43.0,7.0,,,,1.0
allensbach,1978-11-15,1980.0,,1980-10-05,690.0,48.0,42.0,8.0,,,,2.0
allensbach,1978-06-15,1980.0,,1980-10-05,843.0,50.0,40.0,8.0,,,,2.0
allensbach,1976-11-15,1980.0,,1980-10-05,1420.0,46.0,43.0,10.0,,,,1.0
allensbach,1981-06-15,1983.0,,1983-03-06,629.0,49.79999923706055,33.599998474121094,10.100000381469727,5.800000190734863,,,0.7000017166137695
allensbach,1982-09-15,1983.0,,1983-03-06,172.0,55.20000076293945,32.900001525878906,3.799999952316284,6.699999809265137,,,1.3999979496002197
allensbach,1981-11-15,1983.0,,1983-03-06,476.0,51.400001525878906,32.599998474121094,8.5,6.099999904632568,,,1.4000000953674316
allensbach,1983-03-02,1983.0,1000.0,1983-03-06,4.0,47.599998474121094,35.599998474121094,8.300000190734863,8.100000381469727,,,0.40000247955322266
allensbach,1982-06-15,1983.0,,1983-03-06,264.0,53.29999923706055,31.100000381469727,6.800000190734863,7.699999809265137,,,1.1000003814697266
allensbach,1982-10-15,1983.0,,1983-03-06,142.0,49.70000076293945,38.099998474121094,4.300000190734863,6.5,,,1.4000005722045898
allensbach,1982-11-15,1983.0,,1983-03-06,111.0,51.099998474121094,38.599998474121094,3.5999999046325684,6.300000190734863,,,0.40000295639038086
allensbach,1981-05-15,1983.0,,1983-03-06,660.0,50.0,35.29999923706055,9.600000381469727,4.5,,,0.6000003814697266
allensbach,1983-01-18,1983.0,1000.0,1983-03-06,47.0,49.0,41.099998474121094,3.299999952316284,6.199999809265137,,,0.40000176429748535
allensbach,1981-03-15,1983.0,,1983-03-06,721.0,49.400001525878906,36.400001525878906,10.199999809265137,3.4000000953674316,,,0.5999970436096191
allensbach,1981-09-15,1983.0,,1983-03-06,537.0,50.29999923706055,33.0,9.699999809265137,5.800000190734863,,,1.2000007629394531
allensbach,1981-04-15,1983.0,,1983-03-06,690.0,50.20000076293945,36.900001525878906,9.100000381469727,3.0999999046325684,,,0.6999974250793457
allensbach,1981-08-15,1983.0,,1983-03-06,568.0,48.900001525878906,35.599998474121094,9.399999618530273,5.199999809265137,,,0.9000005722045898
allensbach,1981-07-15,1983.0,,1983-03-06,599.0,49.29999923706055,36.29999923706055,9.5,4.199999809265137,,,0.7000017166137695
allensbach,1981-01-15,1983.0,,1983-03-06,780.0,46.599998474121094,39.70000076293945,10.100000381469727,2.5999999046325684,,,1.0000004768371582
allensbach,1981-02-15,1983.0,,1983-03-06,749.0,48.400001525878906,38.400001525878906,9.899999618530273,2.700000047683716,,,0.5999972820281982
allensbach,1981-10-15,1983.0,,1983-03-06,507.0,53.0,32.79999923706055,8.199999809265137,4.800000190734863,,,1.2000007629394531
allensbach,1980-12-15,1983.0,,1983-03-06,811.0,46.099998474121094,39.29999923706055,11.300000190734863,2.299999952316284,,,1.000002145767212
allensbach,1981-12-15,1983.0,,1983-03-06,446.0,50.099998474121094,34.099998474121094,9.399999618530273,5.699999809265137,,,0.7000036239624023
allensbach,1982-12-15,1983.0,,1983-03-06,81.0,50.5,38.900001525878906,3.5999999046325684,6.300000190734863,,,0.6999983787536621
allensbach,1982-05-15,1983.0,,1983-03-06,295.0,49.900001525878906,34.29999923706055,8.100000381469727,7.099999904632568,,,0.599998950958252
allensbach,1982-04-15,1983.0,,1983-03-06,325.0,53.099998474121094,33.20000076293945,6.599999904632568,5.800000190734863,,,1.3000006675720215
allensbach,1982-03-15,1983.0,,1983-03-06,356.0,52.70000076293945,31.399999618530273,8.399999618530273,6.699999809265137,,,0.8000001907348633
allensbach,1982-01-15,1983.0,,1983-03-06,415.0,49.0,34.20000076293945,11.100000381469727,5.099999904632568,,,0.599998950958252
allensbach,1983-02-15,1983.0,,1983-03-06,19.0,50.099998474121094,39.099998474121094,4.5,5.800000190734863,,,0.5000028610229492
allensbach,1982-02-15,1983.0,,1983-03-06,384.0,50.29999923706055,33.900001525878906,9.600000381469727,5.400000095367432,,,0.7999987602233887
allensbach,1980-11-15,1983.0,,1983-03-06,841.0,46.20000076293945,40.400001525878906,10.5,2.5,,,0.3999977111816406
allensbach,1982-07-15,1983.0,,1983-03-06,234.0,53.70000076293945,31.399999618530273,5.099999904632568,9.0,,,0.7999997138977051
allensbach,1983-01-15,1983.0,,1983-03-06,50.0,48.29999923706055,42.20000076293945,4.099999904632568,5.0,,,0.40000009536743164
allensbach,1982-08-15,1983.0,,1983-03-06,203.0,57.900001525878906,27.5,5.199999809265137,8.199999809265137,,,1.1999988555908203
allensbach,1984-06-15,1987.0,,1987-01-25,954.0,48.20000076293945,40.79999923706055,3.799999952316284,7.0,,,0.20000004768371582
fgruppe_wahlen,1986-07-26,1987.0,,1987-01-25,183.0,45.0,41.0,7.0,6.0,,,1.0
fgruppe_wahlen,1986-12-12,1987.0,,1987-01-25,44.0,46.0,38.0,7.0,8.0,,,1.0
allensbach,1984-07-15,1987.0,,1987-01-25,924.0,46.79999923706055,39.400001525878906,3.9000000953674316,9.300000190734863,,,0.599998950958252
allensbach,1984-05-15,1987.0,,1987-01-25,985.0,48.29999923706055,39.5,3.4000000953674316,8.399999618530273,,,0.40000104904174805
allensbach,1985-04-15,1987.0,,1987-01-25,650.0,46.79999923706055,38.79999923706055,4.300000190734863,9.300000190734863,,,0.8000011444091797
fgruppe_wahlen,1986-08-23,1987.0,,1987-01-25,155.0,45.0,41.0,7.0,6.0,,,1.0
fgruppe_wahlen,1986-06-27,1987.0,,1987-01-25,212.0,44.0,42.0,7.0,6.0,,,1.0
fgruppe_wahlen,1986-10-25,1987.0,,1987-01-25,92.0,46.0,40.0,6.0,7.0,,,1.0
allensbach,1985-03-15,1987.0,,1987-01-25,681.0,46.900001525878906,39.5,5.400000095367432,7.599999904632568,,,0.5999984741210938
fgruppe_wahlen,1986-09-30,1987.0,,1987-01-25,117.0,45.0,41.0,7.0,6.0,,,1.0
allensbach,1986-01-15,1987.0,,1987-01-25,375.0,48.0,41.79999923706055,4.0,5.800000190734863,,,0.40000057220458984
fgruppe_wahlen,1986-11-22,1987.0,,1987-01-25,64.0,47.0,38.0,7.0,7.0,,,1.0
allensbach,1984-02-15,1987.0,,1987-01-25,1075.0,48.79999923706055,40.599998474121094,3.799999952316284,6.599999904632568,,,0.20000243186950684
allensbach,1983-04-15,1987.0,,1987-01-25,1381.0,53.79999923706055,36.5,3.5999999046325684,5.800000190734863,,,0.3000006675720215
allensbach,1987-01-23,1987.0,1000.0,1987-01-25,2.0,44.599998474121094,37.29999923706055,8.899999618530273,8.300000190734863,,,0.9000024795532227
allensbach,1987-01-20,1987.0,1000.0,1987-01-25,5.0,44.0,35.099998474121094,10.199999809265137,9.300000190734863,,,1.4000015258789062
allensbach,1984-10-15,1987.0,,1987-01-25,832.0,46.900001525878906,38.29999923706055,3.799999952316284,10.300000190734863,,,0.6999990940093994
allensbach,1986-09-15,1987.0,,1987-01-25,132.0,46.099998474121094,42.599998474121094,4.599999904632568,6.300000190734863,,,0.40000295639038086
allensbach,1983-12-15,1987.0,,1987-01-25,1137.0,49.79999923706055,39.5,3.4000000953674316,6.699999809265137,,,0.6000008583068848
fgruppe_wahlen,1986-03-23,1987.0,,1987-01-25,308.0,44.0,42.0,7.0,6.0,,,1.0
allensbach,1984-01-15,1987.0,,1987-01-25,1106.0,49.0,40.400001525878906,4.800000190734863,5.5,,,0.29999828338623047
allensbach,1986-02-15,1987.0,,1987-01-25,344.0,46.599998474121094,41.900001525878906,4.199999809265137,7.099999904632568,,,0.20000028610229492
allensbach,1986-03-15,1987.0,,1987-01-25,316.0,45.099998474121094,42.599998474121094,3.700000047683716,8.0,,,0.6000030040740967
allensbach,1983-10-15,1987.0,,1987-01-25,1198.0,48.70000076293945,40.599998474121094,4.0,6.199999809265137,,,0.5000009536743164
allensbach,1984-12-15,1987.0,,1987-01-25,771.0,47.0,39.599998474121094,3.700000047683716,9.199999809265137,,,0.5000016689300537
allensbach,1985-02-15,1987.0,,1987-01-25,709.0,48.599998474121094,38.099998474121094,3.200000047683716,9.5,,,0.6000030040740967
allensbach,1984-03-15,1987.0,,1987-01-25,1046.0,49.70000076293945,41.0,3.5,5.599999904632568,,,0.19999933242797852
allensbach,1986-10-15,1987.0,,1987-01-25,102.0,48.70000076293945,39.599998474121094,3.9000000953674316,7.199999809265137,,,0.6000008583068848
allensbach,1986-11-15,1987.0,,1987-01-25,71.0,50.79999923706055,36.70000076293945,3.200000047683716,8.899999618530273,,,0.40000033378601074
allensbach,1986-06-15,1987.0,,1987-01-25,224.0,46.400001525878906,40.79999923706055,3.700000047683716,8.800000190734863,,,0.2999989986419678
allensbach,1987-01-22,1987.0,1000.0,1987-01-25,3.0,44.0,35.29999923706055,10.399999618530273,9.600000381469727,,,0.7000007629394531
allensbach,1984-08-15,1987.0,,1987-01-25,893.0,46.70000076293945,38.599998474121094,3.9000000953674316,10.199999809265137,,,0.6000008583068848
allensbach,1987-01-14,1987.0,1000.0,1987-01-25,11.0,44.79999923706055,36.70000076293945,8.5,9.5,,,0.5
allensbach,1985-09-15,1987.0,,1987-01-25,497.0,44.599998474121094,43.400001525878906,4.400000095367432,7.0,,,0.5999999046325684
fgruppe_wahlen,1986-05-21,1987.0,,1987-01-25,249.0,43.0,41.0,7.0,8.0,,,1.0
fgruppe_wahlen,1986-04-25,1987.0,,1987-01-25,275.0,45.0,41.0,7.0,6.0,,,1.0
allensbach,1986-05-15,1987.0,,1987-01-25,255.0,46.400001525878906,40.79999923706055,3.700000047683716,8.800000190734863,,,0.2999989986419678
allensbach,1985-10-15,1987.0,,1987-01-25,467.0,47.0,42.099998474121094,4.5,5.900000095367432,,,0.5000014305114746
allensbach,1985-01-15,1987.0,,1987-01-25,740.0,48.70000076293945,38.29999923706055,3.5,9.199999809265137,,,0.3000001907348633
allensbach,1985-05-15,1987.0,,1987-01-25,620.0,43.79999923706055,45.29999923706055,5.099999904632568,5.099999904632568,,,0.7000017166137695
allensbach,1986-08-15,1987.0,,1987-01-25,163.0,47.70000076293945,39.900001525878906,4.5,7.099999904632568,,,0.7999978065490723
allensbach,1986-07-15,1987.0,,1987-01-25,194.0,47.29999923706055,41.20000076293945,4.300000190734863,7.0,,,0.19999980926513672
allensbach,1984-11-15,1987.0,,1987-01-25,801.0,48.400001525878906,37.400001525878906,3.9000000953674316,9.800000190734863,,,0.4999966621398926
allensbach,1986-04-15,1987.0,,1987-01-25,285.0,47.400001525878906,42.29999923706055,3.5,6.5,,,0.2999992370605469
allensbach,1983-08-15,1987.0,,1987-01-25,1259.0,51.099998474121094,39.099998474121094,3.700000047683716,5.599999904632568,,,0.5000030994415283
allensbach,1983-11-15,1987.0,,1987-01-25,1167.0,50.70000076293945,39.599998474121094,3.9000000953674316,5.599999904632568,,,0.20000076293945312
allensbach,1985-07-15,1987.0,,1987-01-25,559.0,43.70000076293945,45.400001525878906,5.0,5.199999809265137,,,0.6999979019165039
allensbach,1984-04-15,1987.0,,1987-01-25,1015.0,49.400001525878906,39.20000076293945,4.099999904632568,6.699999809265137,,,0.5999979972839355
allensbach,1983-09-15,1987.0,,1987-01-25,1228.0,49.70000076293945,41.29999923706055,4.0,4.599999904632568,,,0.40000009536743164
allensbach,1984-09-15,1987.0,,1987-01-25,862.0,50.0,39.0,2.799999952316284,7.800000190734863,,,0.39999985694885254
allensbach,1983-06-15,1987.0,,1987-01-25,1320.0,52.099998474121094,37.900001525878906,3.299999952316284,6.300000190734863,,,0.39999985694885254
allensbach,1986-12-15,1987.0,,1987-01-25,41.0,51.0,36.599998474121094,4.300000190734863,7.800000190734863,,,0.3000011444091797
allensbach,1983-05-15,1987.0,,1987-01-25,1351.0,48.79999923706055,37.400001525878906,5.800000190734863,7.400000095367432,,,0.599998950958252
allensbach,1983-07-15,1987.0,,1987-01-25,1290.0,51.79999923706055,37.900001525878906,3.5,6.400000095367432,,,0.39999914169311523
allensbach,1985-11-15,1987.0,,1987-01-25,436.0,46.400001525878906,42.70000076293945,4.400000095367432,6.199999809265137,,,0.29999780654907227
allensbach,1985-12-15,1987.0,,1987-01-25,406.0,46.20000076293945,42.70000076293945,4.699999809265137,5.900000095367432,,,0.4999985694885254
allensbach,1985-08-15,1987.0,,1987-01-25,528.0,44.70000076293945,45.70000076293945,5.0,4.099999904632568,,,0.4999985694885254
allensbach,1985-06-15,1987.0,,1987-01-25,589.0,42.900001525878906,46.20000076293945,4.699999809265137,5.900000095367432,,,0.29999780654907227
allensbach,1987-03-15,1990.0,,1990-12-02,1358.0,47.0,38.0,7.0,8.0,,,0.0
fgruppe_wahlen,1990-06-14,1990.0,,1990-12-02,171.0,43.0,40.0,8.0,7.0,,,2.0
allensbach,1990-10-26,1990.0,1400.0,1990-12-02,37.0,44.6,34.2,9.6,9.6,,,2.0
fgruppe_wahlen,1987-06-28,1990.0,,1990-12-02,1253.0,45.0,38.0,9.0,7.0,,,1.0
allensbach,1987-04-15,1990.0,,1990-12-02,1327.0,47.0,38.0,7.0,8.0,,,0.0
allensbach,1990-10-12,1990.0,1400.0,1990-12-02,51.0,43.5,34.5,10.0,9.4,,,2.5999999999999943
fgruppe_wahlen,1990-09-14,1990.0,,1990-12-02,79.0,45.0,38.0,9.0,6.0,,,2.0
fgruppe_wahlen,1988-12-16,1990.0,,1990-12-02,716.0,41.0,41.0,8.0,8.0,,,2.0
fgruppe_wahlen,1990-08-24,1990.0,,1990-12-02,100.0,44.0,39.0,8.0,7.0,,,2.0
fgruppe_wahlen,1987-04-19,1990.0,,1990-12-02,1323.0,45.0,36.0,9.0,9.0,,,1.0
fgruppe_wahlen,1990-04-21,1990.0,,1990-12-02,225.0,43.0,39.0,8.0,7.0,,,3.0
fgruppe_wahlen,1987-12-13,1990.0,,1990-12-02,1085.0,43.0,40.0,10.0,6.0,,,1.0
allensbach,1990-11-09,1990.0,1400.0,1990-12-02,23.0,43.4,35.1,9.8,9.4,,,2.299999999999997
allensbach,1987-11-15,1990.0,,1990-12-02,1113.0,42.0,42.0,7.0,8.0,,,1.0
allensbach,1987-06-15,1990.0,,1990-12-02,1266.0,48.0,38.0,7.0,7.0,,,0.0
fgruppe_wahlen,1990-05-18,1990.0,,1990-12-02,198.0,42.0,40.0,8.0,7.0,,,3.0
fgruppe_wahlen,1987-08-29,1990.0,,1990-12-02,1191.0,45.0,38.0,9.0,7.0,,,1.0
fgruppe_wahlen,1990-03-16,1990.0,,1990-12-02,261.0,43.0,38.0,9.0,7.0,,,3.0
allensbach,1987-02-15,1990.0,,1990-12-02,1386.0,47.0,38.0,7.0,8.0,,,0.0
fgruppe_wahlen,1987-09-27,1990.0,,1990-12-02,1162.0,44.0,39.0,9.0,7.0,,,1.0
fgruppe_wahlen,1988-03-20,1990.0,,1990-12-02,987.0,42.0,40.0,9.0,7.0,,,2.0
fgruppe_wahlen,1990-11-16,1990.0,,1990-12-02,16.0,45.5,35.0,9.5,6.5,2.0,,1.5
fgruppe_wahlen,1988-02-21,1990.0,,1990-12-02,1015.0,43.0,39.0,9.0,7.0,,,2.0
fgruppe_wahlen,1990-10-19,1990.0,,1990-12-02,44.0,46.0,35.0,9.0,6.0,2.0,,2.0
fgruppe_wahlen,1987-11-22,1990.0,,1990-12-02,1106.0,43.0,40.0,10.0,6.0,,,1.0
allensbach,1987-07-15,1990.0,,1990-12-02,1236.0,48.0,40.0,6.0,6.0,,,0.0
allensbach,1987-08-15,1990.0,,1990-12-02,1205.0,44.0,42.0,7.0,7.0,,,0.0
allensbach,1987-05-15,1990.0,,1990-12-02,1297.0,47.0,38.0,7.0,7.0,,,1.0
fgruppe_wahlen,1988-11-18,1990.0,,1990-12-02,744.0,40.0,41.0,9.0,8.0,,,2.0
fgruppe_wahlen,1988-10-21,1990.0,,1990-12-02,772.0,41.0,41.0,8.0,8.0,,,2.0
fgruppe_wahlen,1989-11-17,1990.0,,1990-12-02,380.0,40.0,38.0,8.0,8.0,,,6.0
fgruppe_wahlen,1988-01-17,1990.0,,1990-12-02,1050.0,42.0,40.0,10.0,6.0,,,2.0
allensbach,1988-03-15,1990.0,,1990-12-02,992.0,44.0,42.0,6.0,7.0,,,1.0
fgruppe_wahlen,1989-06-23,1990.0,,1990-12-02,527.0,40.0,38.0,7.0,9.0,,,6.0
allensbach,1988-08-15,1990.0,,1990-12-02,839.0,40.0,44.0,6.0,8.0,,,2.0
allensbach,1990-09-26,1990.0,,1990-12-02,67.0,44.29999923706055,33.900001525878906,8.0,9.5,2.200000047683716,,2.099999189376831
allensbach,1988-09-15,1990.0,,1990-12-02,808.0,40.0,43.0,7.0,9.0,,,1.0
fgruppe_wahlen,1988-04-17,1990.0,,1990-12-02,959.0,42.0,40.0,8.0,7.0,,,3.0
allensbach,1987-12-15,1990.0,,1990-12-02,1083.0,42.0,44.0,7.0,6.0,,,1.0
fgruppe_wahlen,1988-09-21,1990.0,,1990-12-02,802.0,41.0,41.0,8.0,8.0,,,2.0
allensbach,1989-07-15,1990.0,,1990-12-02,505.0,40.0,37.0,6.0,10.0,,,7.0
allensbach,1987-09-15,1990.0,,1990-12-02,1174.0,44.0,41.0,7.0,7.0,,,1.0
allensbach,1989-12-15,1990.0,,1990-12-02,352.0,41.0,42.0,6.0,7.0,,,4.0
allensbach,1988-06-15,1990.0,,1990-12-02,900.0,39.0,45.0,6.0,8.0,,,2.0
fgruppe_wahlen,1987-05-23,1990.0,,1990-12-02,1289.0,45.0,37.0,9.0,8.0,,,1.0
allensbach,1990-09-28,1990.0,1400.0,1990-12-02,65.0,42.0,36.0,9.3,9.9,,,2.799999999999997
allensbach,1989-08-15,1990.0,,1990-12-02,474.0,39.0,39.0,6.0,9.0,,,7.0
fgruppe_wahlen,1989-12-15,1990.0,,1990-12-02,352.0,41.0,37.0,8.0,8.0,,,6.0
fgruppe_wahlen,1988-05-20,1990.0,,1990-12-02,926.0,42.0,42.0,7.0,7.0,,,2.0
allensbach,1988-02-15,1990.0,,1990-12-02,1021.0,42.0,42.0,8.0,8.0,,,0.0
allensbach,1989-06-15,1990.0,,1990-12-02,535.0,39.0,41.0,6.0,9.0,,,5.0
allensbach,1989-01-15,1990.0,,1990-12-02,686.0,39.0,46.0,6.0,7.0,,,2.0
allensbach,1988-12-15,1990.0,,1990-12-02,717.0,41.0,45.0,6.0,6.0,,,2.0
fgruppe_wahlen,1988-06-18,1990.0,,1990-12-02,897.0,42.0,40.0,8.0,7.0,,,3.0
allensbach,1989-05-15,1990.0,,1990-12-02,566.0,38.0,41.0,5.0,10.0,,,6.0
allensbach,1987-10-15,1990.0,,1990-12-02,1144.0,41.0,42.0,9.0,7.0,,,1.0
fgruppe_wahlen,1988-08-24,1990.0,,1990-12-02,830.0,41.0,41.0,8.0,8.0,,,2.0
allensbach,1988-04-15,1990.0,,1990-12-02,961.0,43.0,42.0,7.0,7.0,,,1.0
allensbach,1989-10-15,1990.0,,1990-12-02,413.0,40.0,38.0,7.0,9.0,,,6.0
allensbach,1988-10-15,1990.0,,1990-12-02,778.0,43.0,42.0,6.0,8.0,,,1.0
allensbach,1990-11-23,1990.0,1400.0,1990-12-02,9.0,41.7,35.6,10.3,9.4,,,3.0
fgruppe_wahlen,1987-10-25,1990.0,,1990-12-02,1134.0,43.0,40.0,10.0,6.0,,,1.0
fgruppe_wahlen,1990-01-19,1990.0,,1990-12-02,317.0,41.0,38.0,8.0,8.0,,,5.0
allensbach,1988-07-15,1990.0,,1990-12-02,870.0,38.0,49.0,5.0,7.0,,,1.0
allensbach,1988-05-15,1990.0,,1990-12-02,931.0,42.0,44.0,6.0,7.0,,,1.0
allensbach,1989-03-15,1990.0,,1990-12-02,627.0,36.0,44.0,6.0,8.0,,,6.0
allensbach,1989-04-15,1990.0,,1990-12-02,596.0,37.0,43.0,6.0,9.0,,,5.0
allensbach,1988-11-15,1990.0,,1990-12-02,747.0,42.0,44.0,5.0,7.0,,,2.0
fgruppe_wahlen,1989-05-20,1990.0,,1990-12-02,561.0,38.0,40.0,7.0,8.0,,,7.0
fgruppe_wahlen,1990-02-16,1990.0,,1990-12-02,289.0,42.0,39.0,7.0,7.0,,,5.0
fgruppe_wahlen,1989-10-20,1990.0,,1990-12-02,408.0,41.0,37.0,9.0,8.0,,,5.0
fgruppe_wahlen,1989-09-15,1990.0,,1990-12-02,443.0,39.0,37.0,8.0,9.0,,,7.0
fgruppe_wahlen,1989-08-18,1990.0,,1990-12-02,471.0,41.0,37.0,7.0,8.0,,,7.0
allensbach,1989-09-15,1990.0,,1990-12-02,443.0,40.0,39.0,6.0,8.0,,,7.0
fgruppe_wahlen,1989-02-17,1990.0,,1990-12-02,653.0,38.0,40.0,8.0,9.0,,,5.0
fgruppe_wahlen,1989-01-20,1990.0,,1990-12-02,681.0,41.0,41.0,8.0,8.0,,,2.0
allensbach,1989-11-15,1990.0,,1990-12-02,382.0,41.0,39.0,7.0,8.0,,,5.0
fgruppe_wahlen,1989-04-14,1990.0,,1990-12-02,597.0,37.0,39.0,7.0,9.0,,,8.0
allensbach,1988-01-15,1990.0,,1990-12-02,1052.0,44.0,42.0,7.0,6.0,,,1.0
allensbach,1989-02-15,1990.0,,1990-12-02,655.0,37.0,42.0,6.0,9.0,,,6.0
fgruppe_wahlen,1989-03-17,1990.0,,1990-12-02,625.0,38.0,40.0,7.0,9.0,,,6.0
forsa,1993-09-16,1994.0,2522.0,1994-10-16,395.0,34.0,42.0,7.0,8.0,,,9.0
forsa,1994-05-05,1994.0,2520.0,1994-10-16,164.0,38.0,42.0,5.0,9.0,3.0,,3.0
forsa,1994-08-25,1994.0,2528.0,1994-10-16,52.0,43.0,37.0,7.0,8.0,3.0,,2.0
forsa,1993-07-29,1994.0,2550.0,1994-10-16,444.0,36.0,41.0,7.0,10.0,,,6.0
fgruppe_wahlen,1991-05-24,1994.0,,1994-10-16,1241.0,41.0,39.0,10.0,6.0,1.0,,3.0
forsa,1993-09-23,1994.0,,1994-10-16,388.0,33.0,37.0,8.0,14.0,,,8.0
forsa,1993-10-14,1994.0,2522.0,1994-10-16,367.0,30.0,38.0,7.0,12.0,,,13.0
forsa,1994-08-18,1994.0,2519.0,1994-10-16,59.0,42.0,36.0,7.0,8.0,4.0,,3.0
forsa,1994-01-05,1994.0,2024.0,1994-10-16,284.0,33.0,45.0,6.0,9.0,2.0,,5.0
fgruppe_wahlen,1991-10-18,1994.0,,1994-10-16,1094.0,41.0,39.0,9.0,7.0,1.0,,3.0
fgruppe_wahlen,1991-09-27,1994.0,,1994-10-16,1115.0,40.0,40.0,9.0,6.0,1.5,,3.5
fgruppe_wahlen,1994-03-26,1994.0,2000.0,1994-10-16,204.0,36.0,39.0,6.0,9.0,3.0,,7.0
fgruppe_wahlen,1991-06-14,1994.0,,1994-10-16,1220.0,40.0,40.0,9.0,6.0,1.5,,3.5
